sent_id,typed,original,prediction,fn_type,fn_gold_fix,source_span,span_start,span_end,num_gold_edits,num_pred_edits,num_fn_in_sent,num_fp_in_sent,exact_match,tags,pattern
7,"Чудимся быстрине  чудтмся тишине, Что бог усьроиь нвм в безмернойтглубине.","Чудимся быстрине, чудимся тишине, Что бог устроил нам в безмерной глубине.","Чудимся быстрине, чудимся тишине, Что бог даровал нам в безмерной глубине.",SPELL,устроил,усьроиь,8,9,6,6,1,1,False,multi_edit_sentence,SPELL :: multi_edit_sentence
8,"Германн принял ее за свою старух кормилицу, и удивился, чтр могло привести ее в такую пору.","Германн принял ее за свою старую кормилицу, и удивился, что могло привести ее в такую пору.","Германн принял ее за свою старуху кормилицу, и удивился, что могло привести ее в такую пору.",SPELL,старую,старух,5,6,2,2,1,1,False,multi_edit_sentence,SPELL :: multi_edit_sentence
9,Три девушки вбкжали в олну дверь  а камердтрер в другую.,"Три девушки вбежали в одну дверь, а камердинер в другую.","Три девушки входили в одну дверь, а камердинер в другую.",SPELL,вбежали,вбкжали,2,3,4,4,1,1,False,multi_edit_sentence,SPELL :: multi_edit_sentence
10,"Кто не умеет беречь отцовское наследство, оот всё таки умрет в нищете, несмотря ни на какие демонские усилия.","Кто не умеет беречь отцовское наследство, тот всё-таки умрет в нищете, несмотря ни на какие демонские усилия.","Кто не умеет беречь отцовское наследство, тот всё равно умрёт в нищете, несмотря ни на какие demonские усилия.",SPELL,-,таки,9,9,2,4,1,3,False,multi_edit_sentence|hyphen_missing|token_count_change,SPELL :: multi_edit_sentence|hyphen_missing|token_count_change
12,Это было б лишь времени таата.,Это было б лишь времени трата.,Это было бы лишь времени до таата.,SPELL,трата,таата,5,6,1,2,1,2,False,token_count_change,SPELL :: token_count_change
13,"Германн смотрел на нее, молча: сердце его также иерзалось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой дуги его,","Германн смотрел на нее, молча: сердце его также терзалось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой души его.","Германн смотрел на нее, молча: сердце его также исказилось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой дуги его,",SPELL,терзалось,иерзалось,10,11,3,1,3,1,False,multi_edit_sentence|multi_fn_in_sentence,SPELL :: multi_edit_sentence|multi_fn_in_sentence
13,"Германн смотрел на нее, молча: сердце его также иерзалось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой дуги его,","Германн смотрел на нее, молча: сердце его также терзалось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой души его.","Германн смотрел на нее, молча: сердце его также исказилось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой дуги его,",SPELL,души,дуги,26,27,3,1,3,1,False,multi_edit_sentence|multi_fn_in_sentence,SPELL :: multi_edit_sentence|multi_fn_in_sentence
13,"Германн смотрел на нее, молча: сердце его также иерзалось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой дуги его,","Германн смотрел на нее, молча: сердце его также терзалось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой души его.","Германн смотрел на нее, молча: сердце его также исказилось, но ни слезы бедной девушки, ни удивительная прелесть ее горести не тревожили суровой дуги его,",PUNCT,.,",",28,29,3,1,3,1,False,multi_edit_sentence|multi_fn_in_sentence|punct|minor_punct,PUNCT :: multi_edit_sentence|multi_fn_in_sentence|punct|minor_punct
15,"Она была в дкхе, смеялась и шутила;","Она была в духе, смеялась и шутила;","Она была в доске, смеялась и шутила;",SPELL,духе,дкхе,3,4,1,1,1,1,False,other,SPELL :: other
16,- Привези мне его прямо на бал . тут мнее его и представить ,"— Привези мне его прямо на бал, и тут мне его и представишь.",— Привези мне его прямо на бал… Тут мне его и представить.,PUNCT,",",.,7,8,6,4,3,1,False,multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|token_count_change|minor_punct,PUNCT :: multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|token_count_change|minor_punct
16,- Привези мне его прямо на бал . тут мнее его и представить ,"— Привези мне его прямо на бал, и тут мне его и представишь.",— Привези мне его прямо на бал… Тут мне его и представить.,SPELL,и,тут,8,8,6,4,3,1,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
16,- Привези мне его прямо на бал . тут мнее его и представить ,"— Привези мне его прямо на бал, и тут мне его и представишь.",— Привези мне его прямо на бал… Тут мне его и представить.,SPELL,представишь,представить,12,13,6,4,3,1,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
18,"Несколько раз начинааа она своё письмо, - и рвааа его  то выразения казалиьь ей слишком снискходтельными, то слишком жестокими.","Несколько раз начинала она свое письмо, — и рвала его: то выражения казались ей слишком снисходительными, то слишком жестокими.","Несколько раз начинала она свое письмо, — и каждый его то выражения казались ей слишком снисходительными, то слишком жестокими.",SPELL,рвала,рвааа,9,10,8,8,2,2,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing
18,"Несколько раз начинааа она своё письмо, - и рвааа его  то выразения казалиьь ей слишком снискходтельными, то слишком жестокими.","Несколько раз начинала она свое письмо, — и рвала его: то выражения казались ей слишком снисходительными, то слишком жестокими.","Несколько раз начинала она свое письмо, — и каждый его то выражения казались ей слишком снисходительными, то слишком жестокими.",PUNCT,:, ,11,12,8,8,2,2,False,multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|minor_punct,PUNCT :: multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|minor_punct
19,"Но было б ваше все старанье без успеху, Нарчды ваши бы достойны были смеху, Когда б вы в зеркале не аидели себя.","Но было б ваше все старанье без успеху, Наряды ваши бы достойны были смеху, Когда б вы в зеркале не видели себя.","Но было б ваше всё старанье без успеху, Доводы ваши бы достойны были смеху, Когда б вы в зеркале не видели себя.",SPELL,Наряды,Нарчды,9,10,2,3,1,2,False,multi_edit_sentence,SPELL :: multi_edit_sentence
20,"испугался бесенок да к деду, Рассзкаывать про Балдову победу, а Балда надо море опять шумит да чертям веревкой гроизт.","Испугался бесенок да к деду, Рассказывать про Балдову победу, А Балда над морем опять шумит Да чертям веревкой грозит.","Испугался бесенок да к деду, Рассказывать про Балдову победу, А Балда на море опять шумит Да чертям веревкой грозит.",SPELL,над,надо,13,14,7,6,2,1,False,multi_edit_sentence|multi_fn_in_sentence,SPELL :: multi_edit_sentence|multi_fn_in_sentence
20,"испугался бесенок да к деду, Рассзкаывать про Балдову победу, а Балда надо море опять шумит да чертям веревкой гроизт.","Испугался бесенок да к деду, Рассказывать про Балдову победу, А Балда над морем опять шумит Да чертям веревкой грозит.","Испугался бесенок да к деду, Рассказывать про Балдову победу, А Балда на море опять шумит Да чертям веревкой грозит.",SPELL,морем,море,14,15,7,6,2,1,False,multi_edit_sentence|multi_fn_in_sentence,SPELL :: multi_edit_sentence|multi_fn_in_sentence
22,"Раз он в море закинул невод, - Пришел невод с одно. ниной.","Раз он в море закинул невод, — Пришел невод с одною тиной.","Раз он в море закинул невод, — Пришел невод с одной ниной.",SPELL,одною,одно,11,12,4,3,2,1,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing
22,"Раз он в море закинул невод, - Пришел невод с одно. ниной.","Раз он в море закинул невод, — Пришел невод с одною тиной.","Раз он в море закинул невод, — Пришел невод с одной ниной.",SPELL,тиной,ниной,13,14,4,3,2,1,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing
23,"-Что жы ты одетдета, - сказала графиняЖ - всегда надобно тебя ждать! Это ,матушка, несносно.","— Что ж ты не одета? — сказала графиня: — всегда надобно тебя ждать! Это, матушка, несносно.","— Что ж ты одета, — сказала графиня Ж — всегда надобно тебя ждать! Это ,матушка, несносно.",SPELL,не,одетдета,3,3,10,7,4,1,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing
23,"-Что жы ты одетдета, - сказала графиняЖ - всегда надобно тебя ждать! Это ,матушка, несносно.","— Что ж ты не одета? — сказала графиня: — всегда надобно тебя ждать! Это, матушка, несносно.","— Что ж ты одета, — сказала графиня Ж — всегда надобно тебя ждать! Это ,матушка, несносно.",PUNCT,?,",",4,5,10,7,4,1,False,multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|minor_punct,PUNCT :: multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|minor_punct
23,"-Что жы ты одетдета, - сказала графиняЖ - всегда надобно тебя ждать! Это ,матушка, несносно.","— Что ж ты не одета? — сказала графиня: — всегда надобно тебя ждать! Это, матушка, несносно.","— Что ж ты одета, — сказала графиня Ж — всегда надобно тебя ждать! Это ,матушка, несносно.",SPELL,графиня,графиняЖ,7,8,10,7,4,1,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing
23,"-Что жы ты одетдета, - сказала графиняЖ - всегда надобно тебя ждать! Это ,матушка, несносно.","— Что ж ты не одета? — сказала графиня: — всегда надобно тебя ждать! Это, матушка, несносно.","— Что ж ты одета, — сказала графиня Ж — всегда надобно тебя ждать! Это ,матушка, несносно.",PUNCT,:,-,8,8,10,7,4,1,False,multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|minor_punct,PUNCT :: multi_edit_sentence|multi_fn_in_sentence|punct|hyphen_spacing|minor_punct
24,"В трктиц рах закирул он невод, __ Пригнл ннвод с одною рыбкою, с непростойрыбкой, --зодотоб.","В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою.","В тряпичной рубахе закинул он невод, Пригнал невод с одною рыбкою, С не простой рыбкою, — золотою рыбкою.",SPELL,третий,трктиц,1,2,12,12,7,7,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
24,"В трктиц рах закирул он невод, __ Пригнл ннвод с одною рыбкою, с непростойрыбкой, --зодотоб.","В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою.","В тряпичной рубахе закинул он невод, Пригнал невод с одною рыбкою, С не простой рыбкою, — золотою рыбкою.",SPELL,раз,рах,2,3,12,12,7,7,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
24,"В трктиц рах закирул он невод, __ Пригнл ннвод с одною рыбкою, с непростойрыбкой, --зодотоб.","В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою.","В тряпичной рубахе закинул он невод, Пригнал невод с одною рыбкою, С не простой рыбкою, — золотою рыбкою.",SPELL,,_,7,8,12,12,7,7,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
24,"В трктиц рах закирул он невод, __ Пригнл ннвод с одною рыбкою, с непростойрыбкой, --зодотоб.","В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою.","В тряпичной рубахе закинул он невод, Пригнал невод с одною рыбкою, С не простой рыбкою, — золотою рыбкою.",SPELL,—,_,8,9,12,12,7,7,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
24,"В трктиц рах закирул он невод, __ Пригнл ннвод с одною рыбкою, с непростойрыбкой, --зодотоб.","В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою.","В тряпичной рубахе закинул он невод, Пригнал невод с одною рыбкою, С не простой рыбкою, — золотою рыбкою.",SPELL,Пришел,Пригнл,9,10,12,12,7,7,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
24,"В трктиц рах закирул он невод, __ Пригнл ннвод с одною рыбкою, с непростойрыбкой, --зодотоб.","В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою.","В тряпичной рубахе закинул он невод, Пригнал невод с одною рыбкою, С не простой рыбкою, — золотою рыбкою.",SPELL,рыбкой,рыбкою,13,14,12,12,7,7,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
24,"В трктиц рах закирул он невод, __ Пригнл ннвод с одною рыбкою, с непростойрыбкой, --зодотоб.","В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою.","В тряпичной рубахе закинул он невод, Пригнал невод с одною рыбкою, С не простой рыбкою, — золотою рыбкою.",SPELL,непростою рыбкой,непростойрыбкой,16,17,12,12,7,7,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
28,По всем комнатам часы одни за другими прозвонили двенадцатт --всн умлокли опять.,по всем комнатам часы одни за другими прозвонили двенадцать — все умолкло опять.,По всем комнатам часы одна за другой прозвонили двенадцать… — и все умолкли опять.,CASE,по,По,0,1,5,6,4,5,False,multi_edit_sentence|multi_fn_in_sentence|case|hyphen_spacing|token_count_change,CASE :: multi_edit_sentence|multi_fn_in_sentence|case|hyphen_spacing|token_count_change
28,По всем комнатам часы одни за другими прозвонили двенадцатт --всн умлокли опять.,по всем комнатам часы одни за другими прозвонили двенадцать — все умолкло опять.,По всем комнатам часы одна за другой прозвонили двенадцать… — и все умолкли опять.,SPELL,—,--всн,9,10,5,6,4,5,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
28,По всем комнатам часы одни за другими прозвонили двенадцатт --всн умлокли опять.,по всем комнатам часы одни за другими прозвонили двенадцать — все умолкло опять.,По всем комнатам часы одна за другой прозвонили двенадцать… — и все умолкли опять.,SPELL,все,умлокли,10,10,5,6,4,5,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
28,По всем комнатам часы одни за другими прозвонили двенадцатт --всн умлокли опять.,по всем комнатам часы одни за другими прозвонили двенадцать — все умолкло опять.,По всем комнатам часы одна за другой прозвонили двенадцать… — и все умолкли опять.,SPELL,умолкло,умлокли,10,11,5,6,4,5,False,multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|hyphen_spacing|token_count_change
29,"В ужасной скорости и курно быть в покое, Кто чудр сотворит кроме его такое Нас больше таковы идеи веселлят  Как, бодий некогда описывая град Вечерний, Августин душею веселился.","В ужасной скорости и купно быть в покое, Кто чудо сотворит кроме его такое? Нас больше таковы идеи веселят, Как, божий некогда описывая град Вечерний, Августин душею веселился.","В ужасной скорости и курно быть в покое, Кто чудр сотворит кроме его такое? Нас больше таковы идеи веселят, Как, бодий некогда описывая град, Вечерний, Августин душею веселился.",SPELL,купно,курно,4,5,6,4,3,1,False,multi_edit_sentence|multi_fn_in_sentence,SPELL :: multi_edit_sentence|multi_fn_in_sentence
29,"В ужасной скорости и курно быть в покое, Кто чудр сотворит кроме его такое Нас больше таковы идеи веселлят  Как, бодий некогда описывая град Вечерний, Августин душею веселился.","В ужасной скорости и купно быть в покое, Кто чудо сотворит кроме его такое? Нас больше таковы идеи веселят, Как, божий некогда описывая град Вечерний, Августин душею веселился.","В ужасной скорости и курно быть в покое, Кто чудр сотворит кроме его такое? Нас больше таковы идеи веселят, Как, бодий некогда описывая град, Вечерний, Августин душею веселился.",SPELL,чудо,чудр,10,11,6,4,3,1,False,multi_edit_sentence|multi_fn_in_sentence,SPELL :: multi_edit_sentence|multi_fn_in_sentence
29,"В ужасной скорости и курно быть в покое, Кто чудр сотворит кроме его такое Нас больше таковы идеи веселлят  Как, бодий некогда описывая град Вечерний, Августин душею веселился.","В ужасной скорости и купно быть в покое, Кто чудо сотворит кроме его такое? Нас больше таковы идеи веселят, Как, божий некогда описывая град Вечерний, Августин душею веселился.","В ужасной скорости и курно быть в покое, Кто чудр сотворит кроме его такое? Нас больше таковы идеи веселят, Как, бодий некогда описывая град, Вечерний, Августин душею веселился.",SPELL,божий,бодий,23,24,6,4,3,1,False,multi_edit_sentence|multi_fn_in_sentence,SPELL :: multi_edit_sentence|multi_fn_in_sentence
32,на другтй бень вечерои он  опять явился у Чекалинскооо.,"На другой день вечером, он опять явился у Чекалинского.",На другой бен день вечером он опять явился у Чекалинского.,SPELL,день,бень,2,3,7,7,2,2,False,multi_edit_sentence|multi_fn_in_sentence|token_count_change,SPELL :: multi_edit_sentence|multi_fn_in_sentence|token_count_change
